nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
1510.4746010189979,1511.7563527425143,1500.1104362124502,1497.156946091426,1511.259453909739,1495.0473878043053,1525.9944359915612,1496.2557587396545,1537.381891886395,1489.2045642307842,1547.2432352701837,1521.2744100661519,1541.5777257283544,1484.2055030096158,1543.401680719286,1512.368544805619,1571.2906014578698,739.880454653786,734.221967606318,738.8862341017957,745.2631492614753,743.1647578648165,766.1342014131098,761.669630868095,795.3866311936159,781.3497452508843,796.0375536964061,808.4967862083806,810.1410057431183,806.526662917365,813.9517030261819,819.7362031482522,846.1983889625194,847.1099177769261
1504.140185764859,,1498.1068057105667,1493.667378016882,1507.6166752406543,1494.1571858723971,1521.9317198253827,1495.4199398585743,1534.521522521974,1483.8729729425354,1541.7665819440585,1521.8341246105392,1540.7537463960207,1482.1003448849647,1543.0773765927283,1511.484794980005,1571.3981635684074,740.3774768284395,,739.83198438372,746.0214424133308,743.2453471592502,765.9065370105568,760.9875459216897,793.9969235374822,781.0894924345478,802.5609864734474,806.573904491607,809.9062325613847,805.5650805518749,815.9490712483732,820.2128935314367,847.1478830973316,846.9324987502332
,,1500.5512648082927,1488.5980406261638,1502.4573182605577,1491.3676532563723,1516.1030000959138,1491.9808338710254,1535.9649323963,1477.7563885280078,1530.7661285400404,1520.9223244076697,1538.38088589623,1480.7974444798074,1544.7429293677935,1512.057801019579,1570.5839952741367,,,739.4935389927462,746.3894124712269,742.7959701901398,764.6674557640447,759.276074727377,793.0877209617986,780.6955115908675,805.2815246582038,799.6363805135098,808.37249719529,803.2380349295487,819.5150742303765,822.0188794817251,848.5188605898911,845.6698208763494
1478.1623458862318,1480.5664927164726,1495.3522175380176,1482.1520512898776,1495.8632994152265,1487.3981951758988,1508.884398687455,1484.3258336385106,1526.0402145385756,1470.6379330952975,1517.9328079223646,1518.1786993117573,1534.2768333071767,1481.3454686119458,1545.4730220976344,1514.3222801571815,1569.8923361642035,745.1495895385749,739.7902514139819,739.3402037847617,746.623846144904,742.7709766569599,764.4411548432857,756.8679776872914,792.8051365443646,779.89399610247,801.5554399036232,793.0399347941088,807.7644998459597,800.7610484531954,824.3099597749264,822.8767467680439,850.9607042585109,844.7894454229454
1466.3298430669888,1468.870295206707,1486.0089536394407,1475.4807775588276,1488.7269501459045,1482.2111830938443,1501.0845057169608,1472.2043415251246,1516.3752848307306,1462.138303484237,1509.089117504303,1513.7013691493457,1529.2672856648778,1483.170148395358,1542.9760618663986,1517.9744818551212,1567.9298538934631,748.0371417091013,741.8783578418556,739.3815689086921,747.4036053248822,742.5649294172022,765.1135039556601,754.7209265572692,794.6430765787768,778.0185921078644,799.5699786231639,786.4977079119008,807.1374504452667,798.4351570492706,829.8422473725826,822.8915579659606,853.3928258986708,843.6361977713457
1460.6910037086136,1463.757480439687,1474.1944187709278,1468.8357976277682,1482.0173274448953,1477.8009549095532,1494.0134070260199,1467.7166500999829,1508.7516170683375,1458.406393868584,1498.7123954409658,1510.1967733474019,1524.2024735950304,1485.3049087524428,1534.6973698933934,1520.8093926566003,1562.6478692917613,747.5188740321576,742.9887141273142,739.3815689086921,748.0614557720373,742.533417111352,767.2172800699877,753.8661364600779,792.4055844261541,776.2946355910535,794.7568257649748,786.0021899995356,807.1459548586898,796.5823044549859,834.8167499360593,821.6521984282001,855.4468776157933,841.4044552757634
1464.0709090459927,1467.2923762003593,1462.9973071870363,1462.805988856726,1475.6712693713976,1473.553570701964,1488.2752304077162,1467.0325791495202,1502.304462614515,1458.9858285813118,1499.2528889973973,1507.8592874436165,1518.7868997483042,1487.7287590390174,1523.8321878342417,1521.984707786925,1552.4611307779965,745.7507762000681,741.969973064605,739.3815689086921,748.187408174788,743.6177019391748,768.2434396289651,754.4824018932532,788.0991516113289,773.3877043951134,787.0280681791768,789.0522787911559,807.7137914385122,795.1971697126123,838.5991254534048,822.0604139055533,857.1408487955737,840.4252559116917
1460.6300393967417,1463.9778903779543,1454.1504000709183,1456.1733761742016,1469.3827314830976,1467.701543172202,1482.2104303269173,1461.5476586478112,1499.366868518649,1450.9131440662218,1496.3270136515312,1505.8495189121804,1513.6875581287218,1488.421440124513,1513.3770675659193,1522.900283813478,1544.4575420561305,744.9291815984824,742.1059403192437,739.4001904442205,747.9420301346559,744.9715550740566,769.8356083461224,755.2305054437554,783.5167403448204,770.3059674217594,781.8381351289303,789.298027765184,807.2421331859778,794.3497176397423,840.7262166341154,823.5999672299347,858.4170168922069,838.6913176037024
1455.8572551182351,1459.187128702801,1451.9020763578883,1449.9330422537682,1463.510378883,1459.6913902646033,1476.814141409739,1451.880683717275,1501.9456067766478,1438.4106376284658,1492.1841125488295,1501.4302865891245,1508.0408317929237,1487.9678628104089,1498.1668566749224,1523.66616240002,1530.2892666771313,744.546230497815,742.5436325073249,739.3722581409279,747.8039024897992,746.0283303033746,770.1800001235242,756.138477870397,779.4247534615661,767.9710017613008,778.8883383614684,788.1265106201179,806.5201922825413,795.071100870769,842.6049673897887,823.5599815731964,858.8108985537583,839.3605782645097
1451.2448258172913,1454.3944644019732,1446.4710235595717,1443.940754118421,1458.0653348650267,1450.0955995832182,1471.2271753946952,1438.3249693371013,1493.9699641636453,1422.3158874511732,1488.5526424589625,1494.283356439501,1500.178115844728,1492.1283562069862,1478.094252450127,1529.3588787260524,1505.831597827731,744.8282343546557,743.1261017209015,739.3163935343432,747.2749354952864,746.737441108341,769.0710478283117,756.619698660715,776.7361275809159,766.9792193458201,778.4642675490613,786.368964059013,806.5110737028583,796.1241080874496,842.8248305547813,820.7779181344176,859.036653064547,842.4879375639423
1450.8005748930445,1453.6254101707837,1445.2873840332045,1438.143586294993,1452.8644194830044,1439.3051452636732,1465.819829668319,1420.6797706967322,1486.6159907749734,1406.444432758151,1481.9341674078091,1482.6013314383385,1491.3269202822744,1485.5942876906638,1469.8185562860413,1518.401630583265,1492.4636499314095,746.0015046255936,744.2996272132518,739.3264643351245,747.0639424096978,745.891735076905,767.0927358354847,757.2595211210712,778.0944671630866,768.6520167759494,783.4247520083482,783.747378394718,807.3217277526862,798.3655159359894,842.860981169202,822.0450788225454,857.9515199207133,847.5501796177464
1446.5046212332604,1449.4253510974718,1440.644275846937,1432.2281839279915,1447.1261985415517,1429.7524127051956,1458.8515348888593,1411.514411199662,1475.7176015944722,1397.877684638615,1467.6652494158077,1469.3354455857063,1481.7477838425425,1469.8337405976808,1458.956442696709,1495.9312653314514,1491.7364810761965,745.2096790132076,743.1927388509121,739.1577304658442,745.7883239019492,743.5670509338386,766.3099946521585,757.5471907116125,779.3482745942623,772.2322122483033,789.4207651047487,784.4807488577715,808.7003130231592,800.5455689203179,842.5479507446296,822.5372078305206,857.4588586716434,851.4014296758751
1439.7010091145846,1442.5110219319674,1434.4754409790053,1425.9613956269777,1440.7661230904728,1421.7307608468204,1450.578667413622,1406.9955982026613,1467.5270076933375,1396.6522020612456,1463.1665009998155,1456.7826512654638,1471.3429627191467,1453.3387890770337,1449.0894811721091,1467.6228347051724,1484.200669424876,745.3429183959968,742.0646471296045,738.9040596371613,744.2878606887098,742.7443362644747,764.4310077485591,758.0026099795393,781.3923488798603,774.0827720278792,794.4727997552789,782.5549886794324,809.9152537754611,802.5912966047023,841.587808881488,824.2460944766099,860.7355891636448,857.3419669015075
1430.8965708414726,1433.5820337931327,1429.612179347448,1418.4398029872364,1432.8929199945374,1414.1242170788007,1441.752611432758,1400.7686393374502,1457.7380011422306,1393.2407493591322,1451.4154405139757,1446.7367757161473,1462.0329451788052,1437.170830862864,1442.9232606433702,1451.8237417311911,1478.3507149105994,745.3429183959968,741.7630335489916,737.9235778081991,744.4675761631563,743.0607074555903,765.8638839721687,759.0188754853755,786.0126706077947,776.7883693150119,800.9572267078227,784.9666940598268,810.1610249110638,803.9983691260936,842.5513977777399,831.2722654796789,863.3861701602036,862.2744809105291
1429.940575735911,1432.6361189342692,1420.0406381516243,1410.1001427060096,1423.8216992332837,1407.221462794714,1432.5971810477135,1396.3216265723831,1442.4599969046471,1390.7015115647102,1433.2417471749454,1438.4721454438723,1454.1196107410262,1422.8539461408357,1432.0161016555073,1444.5696854364319,1465.611211867561,745.3039441789907,741.8858072190064,738.4060919625425,746.3953722999216,744.917834145683,768.7329631987079,760.9476768856964,790.6400989350825,781.1347939627519,805.0240075247636,789.6228070940297,811.315240042551,806.9212762741822,845.4385583060136,836.7139689127612,866.1254744756798,869.1286780947739
1416.2812456403474,1418.7481544131338,1408.3467465355297,1400.6033884684257,1414.0107901436954,1400.4304086594366,1423.094014122374,1392.762486412413,1423.3646636236294,1386.5845910935188,1412.3961072649286,1432.681986854191,1446.040833609446,1414.975039527531,1418.3037036714113,1446.6834556942908,1443.897125244142,745.3624055044999,743.0589078267423,741.0305519104011,749.2014000302277,747.6234049115869,771.8561114356639,763.1618863060369,793.9660593668627,787.5616945539209,807.1871381487173,797.1647640409931,812.717348371234,809.1952285766608,846.649341764905,838.9696415492474,870.9941646030979,874.3206598191042
1399.0248006184909,1401.1767832438163,1397.6391921270474,1390.5252827235645,1403.9813359578463,1392.8098246256525,1413.3685902186817,1385.2730102539076,1404.2088187081486,1378.6061392284587,1387.8409398396823,1425.7431386311864,1437.961429050992,1399.6882073538657,1419.0446664719368,1432.3217686244434,1436.9197104317814,745.4793281555183,745.1034954616009,745.1344497317366,752.6826408022932,750.5680816287093,775.6080667404908,765.863355364119,799.7575665428533,793.6539935157421,810.2210729689832,805.3647014072972,815.0339598882774,811.6997633434485,847.0577690487825,843.7751726422999,876.6341792515354,877.1036064511262
1375.957468668621,1377.7005208333348,1382.374689737957,1379.810700189501,1393.0525614420585,1383.733207702638,1402.1823904854923,1375.9283476329997,1387.4558116367898,1367.155755724227,1367.5859287806934,1417.2179670788005,1428.6993164789124,1382.215276808967,1415.5707611810608,1408.310211908251,1440.7056063697464,745.6157379150397,745.1262079874682,748.9750115530837,755.3781543913349,752.9482009524397,778.4311614263634,767.3273976643887,803.4737748645609,798.0285422915512,812.0049158732104,810.9551184518004,816.709015619188,813.3384105137424,847.3076535179509,843.9571097237731,884.4432918003636,874.1942247663234
